reviews.text,reviews.rating,sentiment,clean,Predicted Sentiment
I love to buy stuff at best buy Most of the employees are great at helping With everything i needEspecially JISSELA,4.0,positive,ilovetobuystuffatbestbuymostoftheemployeesaregreatathelpingwitheverythingineedespeciallyjissela,positive
This is a great tablet for the price. I have one that I purchased a few years ago and use it much more than my laptop. Recently purchased two more for gifts.,5.0,positive,thisisagreattabletforthepriceihaveonethatipurchasedafewyearsagoanduseitmuchmorethanmylaptoprecentlypurchasedtwomoreforgifts,positive
I have really enjoyed it so far. While not perfect by any means it is certainly worth the price.,4.0,positive,ihavereallyenjoyeditsofarwhilenotperfectbyanymeansitiscertainlyworththeprice,positive
The screen is a great upgrade. Music lyrics are displayed with good quality speakers. Very convenient for recipes and you can make hands free calls with great audio quality. Great product!,5.0,positive,thescreenisagreatupgrademusiclyricsaredisplayedwithgoodqualityspeakersveryconvenientforrecipesandyoucanmakehandsfreecallswithgreataudioqualitygreatproduct,positive
"The Tap is essentially a smaller version of the Echo that has Alexa capability like Echo does, but also doubles as a portable Bluetooth speaker. You do need to tap it to ask Alexa to do anything, but otherwise it works the same as Echo. I prefer the Echo, but the Tap is great for college students and those who just want to supplement their Echo.",4.0,positive,thetapisessentiallyasmallerversionoftheechothathasalexacapabilitylikeechodoesbutalsodoublesasaportablebluetoothspeakeryoudoneedtotapittoaskalexatodoanythingbutotherwiseitworksthesameasechoiprefertheechobutthetapisgreatforcollegestudentsandthosewhojustwanttosupplementtheirecho,positive
Alexa is amazing and the Phillips bulb works seamlessly with it.,5.0,positive,alexaisamazingandthephillipsbulbworksseamlesslywithit,positive
Purchased for my wife who reads a lot and truly enjoys the amazon fire.,4.0,positive,purchasedformywifewhoreadsalotandtrulyenjoystheamazonfire,positive
"My granddaughter loves this system. It is easy for her to hold, and she loves to play games on it.",4.0,positive,mygranddaughterlovesthissystemitiseasyforhertoholdandshelovestoplaygamesonit,positive
I gave this Amazon Fire HD8 as a retirement gift for my friend and she absolutely loves it!!,5.0,positive,igavethisamazonfirehd8asaretirementgiftformyfriendandsheabsolutelylovesit,positive
We love the parent controls and durability. We would definitely buy another.,5.0,positive,welovetheparentcontrolsanddurabilitywewoulddefinitelybuyanother,positive
"I love my Amazon Fire HD 8. It's not too small and not too big. I was looking at other tablets, and decided on the Amazon Fire HD 8 because of the price, and because I have Amazon Prime, I purchased it online at Best Buy, and then picked it up at the store on Black Friday. It is my first tablet, and so I wanted to start with one that I can have fun with, and I am. I do have a laptop for important things.",5.0,positive,ilovemyamazonfirehd8itsnottoosmallandnottoobigiwaslookingatothertabletsanddecidedontheamazonfirehd8becauseofthepriceandbecauseihaveamazonprimeipurchaseditonlineatbestbuyandthenpickeditupatthestoreonblackfridayitismyfirsttabletandsoiwantedtostartwithonethaticanhavefunwithandiamidohavealaptopforimportantthings,positive
Fits nicely in your hand and its touchable. increase the size of the fonts,5.0,positive,fitsnicelyinyourhandanditstouchableincreasethesizeofthefonts,positive
This was a gift for mom. She enjoys that it's easy to use and has good picture and sound quality. The price was also great,5.0,positive,thiswasagiftformomsheenjoysthatitseasytouseandhasgoodpictureandsoundqualitythepricewasalsogreat,positive
"My family have enjoyed ALEXA in the house, she is very smart and she does lots of research for the family! We are truly glad that we made the purchase",5.0,positive,myfamilyhaveenjoyedalexainthehousesheisverysmartandshedoeslotsofresearchforthefamilywearetrulygladthatwemadethepurchase,positive
Love my new Kindle fire. This replaces my old one and is just as good. Videos are as good as my tv with cable. Well with every penny spent and better deal than when I tried Amazon.,5.0,positive,lovemynewkindlefirethisreplacesmyoldoneandisjustasgoodvideosareasgoodasmytvwithcablewellwitheverypennyspentandbetterdealthanwhenitriedamazon,positive
"The Show is the new Alexa Device with a video screen. I like being able to see a screen when you ask questions, and you can view videos too. I also like that you can see the temperature, and date without having to ask. I like you can view a video of a recipe, not just see text. The one item missing from this great device is the capability to hook it up to your surround audio system.I have two dots and love them. The Show would be perfect if I could also hook it up to my audio system. Even though this feature does not exist, it still is a great product.",4.0,positive,theshowisthenewalexadevicewithavideoscreenilikebeingabletoseeascreenwhenyouaskquestionsandyoucanviewvideostooialsolikethatyoucanseethetemperatureanddatewithouthavingtoaskilikeyoucanviewavideoofarecipenotjustseetexttheoneitemmissingfromthisgreatdeviceisthecapabilitytohookituptoyoursurroundaudiosystemihavetwodotsandlovethemtheshowwouldbeperfectificouldalsohookituptomyaudiosystemeventhoughthisfeaturedoesnotexistitstillisagreatproduct,positive
So easy to use super clear can't. Beat the price all around great buy,5.0,positive,soeasytousesuperclearcantbeatthepriceallaroundgreatbuy,positive
"My first tablet. OUTSTANDING for NETFLIX, email, etc.",5.0,positive,myfirsttabletoutstandingfornetflixemailetc,positive
"Great tablet for my 4 and 8 year old.... kid friendly, safe, and mom and dad enjoy it as well! Love that it comes in a protective case. Reasonably priced for a great tablet the kids love!",5.0,positive,greattabletformy4and8yearoldkidfriendlysafeandmomanddadenjoyitaswelllovethatitcomesinaprotectivecasereasonablypricedforagreattabletthekidslove,positive
"What I like is it its sound, it's portable and I use it at work. The sound fills the whole office.",5.0,positive,whatilikeisititssounditsportableandiuseitatworkthesoundfillsthewholeoffice,positive
This is the best purchase I've mad in a tablet my daughter loves it,5.0,positive,thisisthebestpurchaseivemadinatabletmydaughterlovesit,positive
Good product for a young child to play with without breaking,4.0,positive,goodproductforayoungchildtoplaywithwithoutbreaking,positive
We purchased the Amazon - Echo Show with Alexa in store. Took it home and after connection wi-fi it was great. we cannot wait to buy light bulbs and a thermostat. Great buy,5.0,positive,wepurchasedtheamazonechoshowwithalexainstoretookithomeandafterconnectionwifiitwasgreatwecannotwaittobuylightbulbsandathermostatgreatbuy,positive
"I previously purchased two of these for two other grandkids and they just love them and so does mom. She can set time limits, can limit access, and much more. Plus it comes with a two year guarantee , if the child breaks it, they will replace it. Did I mention that there is a sd expansion card slot to increase the storage capacity. These grandkids are 4 to 8 in age, but older kids would enjoy this also.",5.0,positive,ipreviouslypurchasedtwoofthesefortwoothergrandkidsandtheyjustlovethemandsodoesmomshecansettimelimitscanlimitaccessandmuchmoreplusitcomeswithatwoyearguaranteeifthechildbreaksittheywillreplaceitdidimentionthatthereisasdexpansioncardslottoincreasethestoragecapacitythesegrandkidsare4to8inagebutolderkidswouldenjoythisalso,positive
Thoroughly enjoy my new show. Love the scrolling pictures.,5.0,positive,thoroughlyenjoymynewshowlovethescrollingpictures,positive
still learning new things about my tablet. very easy to use.. perfect size.,5.0,positive,stilllearningnewthingsaboutmytabletveryeasytouseperfectsize,positive
Bought this for my parents to use with their Amazon prime account. Sure they will love it.,5.0,positive,boughtthisformyparentstousewiththeiramazonprimeaccountsuretheywillloveit,positive
The only problem I have is have to recharge battery every 4-5 hrs. Other than that is a great item !!,4.0,positive,theonlyproblemihaveishavetorechargebatteryevery45hrsotherthanthatisagreatitem,positive
Adds some nice tricks to the regular Echo lineup. Video calls to other Show owners works well. Speakers sound good.,5.0,positive,addssomenicetrickstotheregularecholineupvideocallstoothershowownersworkswellspeakerssoundgood,positive
"This was an Xmas gift for my wife. She had wanted a pad of some sort but I just couldn't afford an Ipad so I looked at the Fire as an alternative. First the screen size was just what I wanted. Second the price was very reasonable. Third it had functions and capabilities that were suitable for my wife's skills and needs. She absolutely loves it and I actually got a compliment on my present giving. That don't happen very often let me tell you. I will recommend this she's pleased I'm pleased what else do you need?  My son was able to piggyback off of this gift, and purchased her the cover to go with it. So it really worked for my family. And I made my wife happy .",5.0,positive,thiswasanxmasgiftformywifeshehadwantedapadofsomesortbutijustcouldntaffordanipadsoilookedatthefireasanalternativefirstthescreensizewasjustwhatiwantedsecondthepricewasveryreasonablethirdithadfunctionsandcapabilitiesthatweresuitableformywifesskillsandneedssheabsolutelylovesitandiactuallygotacomplimentonmypresentgivingthatdonthappenveryoftenletmetellyouiwillrecommendthisshespleasedimpleasedwhatelsedoyouneedmysonwasabletopiggybackoffofthisgiftandpurchasedherthecovertogowithitsoitreallyworkedformyfamilyandimademywifehappy,positive
"had a problem with my purchase, but Best Buy made it good, they are very good!",4.0,positive,hadaproblemwithmypurchasebutbestbuymadeitgoodtheyareverygood,positive
I bought this for our kitchen where we enjoy cooking and congregating. Streaming music is great and you can search for recipes just by asking Alexa.,5.0,positive,iboughtthisforourkitchenwhereweenjoycookingandcongregatingstreamingmusicisgreatandyoucansearchforrecipesjustbyaskingalexa,positive
Great price great product would recommend this gift,5.0,positive,greatpricegreatproductwouldrecommendthisgift,positive
My wife loves the tablet! She's only using it for internet so far and it has worked flawlessly!,5.0,positive,mywifelovesthetabletshesonlyusingitforinternetsofarandithasworkedflawlessly,positive
"Works great! I bought 2, 1 for the kitchen and 1 for master bath.",4.0,positive,worksgreatibought21forthekitchenand1formasterbath,positive
Alexa is now a family member. How have I lived my life without her I have no idea...........,5.0,positive,alexaisnowafamilymemberhowhaveilivedmylifewithoutherihavenoidea,positive
Wonderful little buy! Tired of my bulky tablet. This one stays charged a lot longer!,5.0,positive,wonderfullittlebuytiredofmybulkytabletthisonestayschargedalotlonger,positive
"I would like to say this is my best tablet I have ever buy till now. I will rate it more then iPad Mini. Its best with battery, wifi, touchscreen, sound etc. I had other tablet for my kids earlier, but after having fire hd8, I will not recommend or like to go for any other brand in future. You can't get such good quality product in such less price. I am really very happy on my right decision to choose fire hd8 for my family and kids.",5.0,positive,iwouldliketosaythisismybesttabletihaveeverbuytillnowiwillrateitmorethenipadminiitsbestwithbatterywifitouchscreensoundetcihadothertabletformykidsearlierbutafterhavingfirehd8iwillnotrecommendorliketogoforanyotherbrandinfutureyoucantgetsuchgoodqualityproductinsuchlesspriceiamreallyveryhappyonmyrightdecisiontochoosefirehd8formyfamilyandkids,positive
It has great speakers and is very easy to set up love my echo,5.0,positive,ithasgreatspeakersandisveryeasytosetuplovemyecho,positive
"I am an ""old"" traditionalist and have always read from paper or hard back books. Now I don't lose what page I was on and have more shelf space where books used to be.",4.0,positive,iamanoldtraditionalistandhavealwaysreadfrompaperorhardbackbooksnowidontlosewhatpageiwasonandhavemoreshelfspacewherebooksusedtobe,positive
"This is a nice little tablet, for me since I don't do a lot on a tablet, it's a great size. It took a little getting use to working with, but am a little more comfortable with it now.",4.0,positive,thisisanicelittletabletformesinceidontdoalotonatabletitsagreatsizeittookalittlegettingusetoworkingwithbutamalittlemorecomfortablewithitnow,positive
This is the hub dollar my smart devices and it worksThis is the hub dollar my smart devices and it works,5.0,positive,thisisthehubdollarmysmartdevicesanditworksthisisthehubdollarmysmartdevicesanditworks,positive
This is a great product at a great price I would definitely recommend this to anybody especially good for college students or people that read books etc.,5.0,positive,thisisagreatproductatagreatpriceiwoulddefinitelyrecommendthistoanybodyespeciallygoodforcollegestudentsorpeoplethatreadbooksetc,positive
Fantastic tablet fire one is great. Small and portable,5.0,positive,fantastictabletfireoneisgreatsmallandportable,positive
"Enjoy my summer reading and a regular tablet just will not do. Initially disappointed by the small size, but I quickly learned to appreciate it. Very portable and convenient. I wanted something easy on the eyes with a 3G connection so I did not have to be connected to WIFI to download books. Was a bit more then I wanted to pay but feel I will get good use out of it.",4.0,positive,enjoymysummerreadingandaregulartabletjustwillnotdoinitiallydisappointedbythesmallsizebutiquicklylearnedtoappreciateitveryportableandconvenientiwantedsomethingeasyontheeyeswitha3gconnectionsoididnothavetobeconnectedtowifitodownloadbookswasabitmoretheniwantedtopaybutfeeliwillgetgooduseoutofit,positive
I bought this tab for my daughter's birthday.its got a good screen and sound for the price. I also play for the children's app freetime which is perfect for her.,5.0,positive,iboughtthistabformydaughtersbirthdayitsgotagoodscreenandsoundforthepriceialsoplayforthechildrensappfreetimewhichisperfectforher,positive
In my opinion this model is too small and feels cheap. And sd card slot.,3.0,neutral,inmyopinionthismodelistoosmallandfeelscheapandsdcardslot,positive
Got it as a Christmas gift and I love it! I would recommend this product.,5.0,positive,gotitasachristmasgiftandiloveitiwouldrecommendthisproduct,positive
Easy and simple for my grandson to use. Has no problem using it.,4.0,positive,easyandsimpleformygrandsontousehasnoproblemusingit,positive
This is an awesome product. This is the first Echo product I owned and I purchased 2 to get $100 off. I was going to split with a friend but like this so much that I decided to keep both. I've being singing along with the stream song with lyrics while doing work in the kitchen and house and watching youtube videos. The videos on Youtube takes a more effort to find the ones I want but I think this will improve over time.,5.0,positive,thisisanawesomeproductthisisthefirstechoproductiownedandipurchased2toget100offiwasgoingtosplitwithafriendbutlikethissomuchthatidecidedtokeepbothivebeingsingingalongwiththestreamsongwithlyricswhiledoingworkinthekitchenandhouseandwatchingyoutubevideosthevideosonyoutubetakesamoreefforttofindtheonesiwantbutithinkthiswillimproveovertime,positive
Gift for daughter. She loves it. Just opened so as far as I know it will be a great purchase.,5.0,positive,giftfordaughtershelovesitjustopenedsoasfarasiknowitwillbeagreatpurchase,positive
The color is what got me and the features was on point. The screen shows a lot of different displays. To share for now until the next one.,4.0,positive,thecoloriswhatgotmeandthefeatureswasonpointthescreenshowsalotofdifferentdisplaystosharefornowuntilthenextone,positive
"This is my third echo, and the video screen is a nice addition. I'd like to give it 4.5 stars, but not an option. The only thing that's is not as good as my previous ones is that I feel the microphone does not understand me as well. Also, at this point the screen has a lot of potential but not much is implemented yet. (e.g. watch cable tv over internet).",4.0,positive,thisismythirdechoandthevideoscreenisaniceadditionidliketogiveit45starsbutnotanoptiontheonlythingthatsisnotasgoodasmypreviousonesisthatifeelthemicrophonedoesnotunderstandmeaswellalsoatthispointthescreenhasalotofpotentialbutnotmuchisimplementedyetegwatchcabletvoverinternet,positive
Great product. I‚Äôm at the beginning stages of having a smart home and this was the perfect addition.,4.0,positive,greatproductiäômatthebeginningstagesofhavingasmarthomeandthiswastheperfectaddition,positive
"Gave it to my grandkids (ages 3, 4 & 9) for Christmas and they loved it.",5.0,positive,gaveittomygrandkidsages349forchristmasandtheylovedit,positive
I love my new e-reader!! I am enjoying all my books in one place.,5.0,positive,ilovemynewereaderiamenjoyingallmybooksinoneplace,positive
"Great little tablet, easy to use for kids. Wish the battery was bigger. Overall not a bad purchase.",4.0,positive,greatlittletableteasytouseforkidswishthebatterywasbiggeroverallnotabadpurchase,positive
This Kindle Fire is lighter than my old one. The speed is great & all apps load very quickly. I also like that it comes in different colors.,5.0,positive,thiskindlefireislighterthanmyoldonethespeedisgreatallappsloadveryquicklyialsolikethatitcomesindifferentcolors,positive
"i have really enjoyed learning about the product and its many uses. i thought initially music, but now to get weather updates, news, receipies, sports scores, and ordering kitchen supplies.",5.0,positive,ihavereallyenjoyedlearningabouttheproductanditsmanyusesithoughtinitiallymusicbutnowtogetweatherupdatesnewsreceipiessportsscoresandorderingkitchensupplies,positive
I am very pleased with this purchase. It is lightweight and the smaller size enables me to carry it easily. This Kindle allows me to read out in the sun without any glare. The only suggested improvement would be a lighted display to enable reading at night.,5.0,positive,iamverypleasedwiththispurchaseitislightweightandthesmallersizeenablesmetocarryiteasilythiskindleallowsmetoreadoutinthesunwithoutanyglaretheonlysuggestedimprovementwouldbealighteddisplaytoenablereadingatnight,positive
Purchased this for my Down Syndrome sister who enjoy playing games on it.,5.0,positive,purchasedthisformydownsyndromesisterwhoenjoyplayinggamesonit,positive
This kids fire tablet is perfect for our 5 year old granddaughter. We downloaded some free and purchase kids apps. It give us a break as she's not always asking for our tablet. And we know the content on it is safe.,5.0,positive,thiskidsfiretabletisperfectforour5yearoldgranddaughterwedownloadedsomefreeandpurchasekidsappsitgiveusabreakasshesnotalwaysaskingforourtabletandweknowthecontentonitissafe,positive
We brought this as a replacement for the fifteen to fifty books my daughter wanted to take with her to Hawaii. Books of course would weigh a lot and there be no room for cloths. Pesky airline and their poundage issues. Now she can take a hundred books and she has a mini computer. It's a win win but no win for the airlines!,5.0,positive,webroughtthisasareplacementforthefifteentofiftybooksmydaughterwantedtotakewithhertohawaiibooksofcoursewouldweighalotandtherebenoroomforclothspeskyairlineandtheirpoundageissuesnowshecantakeahundredbooksandshehasaminicomputeritsawinwinbutnowinfortheairlines,positive
"Along with fire TV, a prime membership, an amazon music subscription, other home automation devices and the Alexa app on the phone this system is very functional.",5.0,positive,alongwithfiretvaprimemembershipanamazonmusicsubscriptionotherhomeautomationdevicesandthealexaapponthephonethissystemisveryfunctional,positive
I have multiple Echo devices so purchasing another was a no brainer. I enjoy this one as it is video capable. The only thing I wish they would add was a way to pivot the camera and or improve its low light capabilities for poorly lite rooms.,5.0,positive,ihavemultipleechodevicessopurchasinganotherwasanobrainerienjoythisoneasitisvideocapabletheonlythingiwishtheywouldaddwasawaytopivotthecameraandorimproveitslowlightcapabilitiesforpoorlyliterooms,positive
We already have the Echo in our house. I got this for my son for his apartment and he loves it.,5.0,positive,wealreadyhavetheechoinourhouseigotthisformysonforhisapartmentandhelovesit,positive
I bought this for my kids its a cheap alternative to an Ipad mini and should they lose it or break it its easy to replace with little out of pocket.,5.0,positive,iboughtthisformykidsitsacheapalternativetoanipadminiandshouldtheyloseitorbreakititseasytoreplacewithlittleoutofpocket,positive
Good product for child. Who only need to read the books,5.0,positive,goodproductforchildwhoonlyneedtoreadthebooks,positive
"Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.",4.0,positive,boughtthisformy90yearoldtotallynotechmomherfirstebookisgonewiththewindshelikesthesizeandeaseofuse,positive
"I love this kindle! I had one of the first Fire HD kindles that is still kicking and awesome, but when I saw this in the store I just had to have it. I think it's more user friendly and feels like it offers so many more options and functions than the Fire HD I have. Not to mention it dwarfs my last kindle in size. If I had to make one complaint, it's that there is not an ""auto brightness"" function (or at least I haven't found it) and you can't make your pages a cream color rather than stark white. Both those options were easier on my eyes, but I am testing out the Blue Shade mode to see if that helps as much as it's supposed to with night time/ bed time reading. All in all, I am extremely happy with this purchase.",5.0,positive,ilovethiskindleihadoneofthefirstfirehdkindlesthatisstillkickingandawesomebutwhenisawthisinthestoreijusthadtohaveitithinkitsmoreuserfriendlyandfeelslikeitofferssomanymoreoptionsandfunctionsthanthefirehdihavenottomentionitdwarfsmylastkindleinsizeifihadtomakeonecomplaintitsthatthereisnotanautobrightnessfunctionoratleastihaventfounditandyoucantmakeyourpagesacreamcolorratherthanstarkwhiteboththoseoptionswereeasieronmyeyesbutiamtestingouttheblueshademodetoseeifthathelpsasmuchasitssupposedtowithnighttimebedtimereadingallinalliamextremelyhappywiththispurchase,positive
Added another echo to the family. This one came with a free Philips HUE bulb on black friday which was great,5.0,positive,addedanotherechotothefamilythisonecamewithafreephilipshuebulbonblackfridaywhichwasgreat,positive
Bought this for my two yr old and she loves it not to mention super durable.,5.0,positive,boughtthisformytwoyroldandshelovesitnottomentionsuperdurable,positive
"This is a great, easy to use tablet for the price.",5.0,positive,thisisagreateasytousetabletfortheprice,positive
"Friend received Amazon Echo as gift & is enjoying it. I researched & decided on Echo Plus as I wanted capability to use to control home lighting. Absolutely love this product! It controls lights in several rooms as well as outdoor lighting. Other features, weather, news briefs, traffic are fun, but the lighting control did it for me.",5.0,positive,friendreceivedamazonechoasgiftisenjoyingitiresearcheddecidedonechoplusasiwantedcapabilitytousetocontrolhomelightingabsolutelylovethisproductitcontrolslightsinseveralroomsaswellasoutdoorlightingotherfeaturesweathernewsbriefstrafficarefunbutthelightingcontroldiditforme,positive
"bought a few kindles in the past but this time one of it came defective. the port was bent and it was hard to charge but still possible. comes in 4 different color. was 16gb enough space for kids, has camera, ok quality not the best but ok for pics taken by kids",3.0,neutral,boughtafewkindlesinthepastbutthistimeoneofitcamedefectivetheportwasbentanditwashardtochargebutstillpossiblecomesin4differentcolorwas16gbenoughspaceforkidshascameraokqualitynotthebestbutokforpicstakenbykids,positive
"I don't recommend buying this. After 1 month of buying this, it won't charge or turn on.",1.0,negative,idontrecommendbuyingthisafter1monthofbuyingthisitwontchargeorturnon,positive
I upgraded from Echo and have no regrets. I didn't liked design from day 1 but after mounting on the wall the screen looks good. I like it more then I except it. Much easier for reordering or shopping on Amazon.,5.0,positive,iupgradedfromechoandhavenoregretsididntlikeddesignfromday1butaftermountingonthewallthescreenlooksgoodilikeitmoretheniexceptitmucheasierforreorderingorshoppingonamazon,positive
Echo plus seems to work as they say. I have it running two lights so far. Plan on setting up seven more. Nice product.,5.0,positive,echoplusseemstoworkastheysayihaveitrunningtwolightssofarplanonsettingupsevenmoreniceproduct,positive
My child loves her tablet and I love it. It keeps her busy with learning games and books,5.0,positive,mychildloveshertabletandiloveititkeepsherbusywithlearninggamesandbooks,positive
Bought as a replacement kindle for my mother in law. She loves it perfect size for her.,5.0,positive,boughtasareplacementkindleformymotherinlawshelovesitperfectsizeforher,positive
A fun little device on the cutting edge of consumer artificial intelligence. Sp aker sounds pretty good. Alexa does have some problems understanding how I ask questions a fair amount of the time.,4.0,positive,afunlittledeviceonthecuttingedgeofconsumerartificialintelligencespakersoundsprettygoodalexadoeshavesomeproblemsunderstandinghowiaskquestionsafairamountofthetime,positive
NEW LARGER SCREENIS GREAT FOR WATCHING PRIME MOVIES AND READING BOOKS,5.0,positive,newlargerscreenisgreatforwatchingprimemoviesandreadingbooks,positive
Great learning tool. Kids love it and so do I. So fun to share time with the kids laughing while learning.,5.0,positive,greatlearningtoolkidsloveitandsodoisofuntosharetimewiththekidslaughingwhilelearning,positive
I was unsure if this was worth it before I did. After buying and bringing it home I‚Äôm glad I did. I enjoy being able to video chat threw it!,4.0,positive,iwasunsureifthiswasworthitbeforeididafterbuyingandbringingithomeiäômgladididienjoybeingabletovideochatthrewit,positive
I love the echo show! The only thing I dislike is it doesn't play YouTube videos. Not a deal breaker though.,5.0,positive,ilovetheechoshowtheonlythingidislikeisitdoesntplayyoutubevideosnotadealbreakerthough,positive
"This is the second one I've bought for my kids. The each have their own tablet now. As a parent I like that I can set limits...such as screen time, reading, videos etc. You can control everything. It can be educational aswell. Their is alot of educational apps on the device to download. Such as wikipedia,farmers almanac etc. Patents should look through and discover apps with the kids to get full use of the tablet. It continues to update regularly.",5.0,positive,thisisthesecondoneiveboughtformykidstheeachhavetheirowntabletnowasaparentilikethaticansetlimitssuchasscreentimereadingvideosetcyoucancontroleverythingitcanbeeducationalaswelltheirisalotofeducationalappsonthedevicetodownloadsuchaswikipediafarmersalmanacetcpatentsshouldlookthroughanddiscoverappswiththekidstogetfulluseofthetabletitcontinuestoupdateregularly,positive
Nice reader. Light weight. Clear display! Portable,4.0,positive,nicereaderlightweightcleardisplayportable,positive
Fantastic tablet fire one is great. Small and portable,5.0,positive,fantastictabletfireoneisgreatsmallandportable,positive
"hard to use, and does not support Guam. online instructions not clear",1.0,negative,hardtouseanddoesnotsupportguamonlineinstructionsnotclear,positive
I like it. Currently it is the only smart system with display. It makes it easier to talk to the device. My only issue with it that it has a slow processor.,4.0,positive,ilikeitcurrentlyitistheonlysmartsystemwithdisplayitmakesiteasiertotalktothedevicemyonlyissuewithitthatithasaslowprocessor,positive
The Amazon fire tablet is a great gift for kids of all ages . Ez and fun to use keeping kids entertained while giving them educational tools to use at their grade level and hire.,5.0,positive,theamazonfiretabletisagreatgiftforkidsofallagesezandfuntousekeepingkidsentertainedwhilegivingthemeducationaltoolstouseattheirgradelevelandhire,positive
My grand daughter loves it and so do her parents! Very durable. I'd highly recommend this product,5.0,positive,mygranddaughterlovesitandsodoherparentsverydurableidhighlyrecommendthisproduct,positive
"Hard to use, Lots of ads, and Randomly closes apps",2.0,negative,hardtouselotsofadsandrandomlyclosesapps,positive
I have the Echo plus and i love it the speakers sounds loud and clear.,5.0,positive,ihavetheechoplusandiloveitthespeakerssoundsloudandclear,positive
"We use this as a monitor for the amazon cloud camera! Works great we tell it to show us the camera ,and boom, there‚Äôs the video feed. Super easy to link our echo plus and the echo dot with the show!!",4.0,positive,weusethisasamonitorfortheamazoncloudcameraworksgreatwetellittoshowusthecameraandboomthereäôsthevideofeedsupereasytolinkourechoplusandtheechodotwiththeshow,positive
Great product and it is very easy to set up and use,5.0,positive,greatproductanditisveryeasytosetupanduse,positive
Just writing this review to get my points...This was a gift for my mother. I think she likes it fine.,4.0,positive,justwritingthisreviewtogetmypointsthiswasagiftformymotherithinkshelikesitfine,positive
"The only thing I would say is that you have to do a work around for Direct TV, other that that it is great!",5.0,positive,theonlythingiwouldsayisthatyouhavetodoaworkaroundfordirecttvotherthatthatitisgreat,positive
"This Amazon Fire is better then I expected. It does exactly what I need it to do. Fits in my bag, very light weight. Love that I can carry so many book on one device.",5.0,positive,thisamazonfireisbettertheniexpecteditdoesexactlywhatineedittodofitsinmybagverylightweightlovethaticancarrysomanybookononedevice,positive
I thoroughly enjoy reading on this. That is the main reason I bought it and it fits nicely in my purse.,5.0,positive,ithoroughlyenjoyreadingonthisthatisthemainreasoniboughtitanditfitsnicelyinmypurse,positive
"This is a great reader, it feels like the best evolution of the Paperwhite. The auto-brightness works fine and is unnoticeable and it feels good in the hands. The new page squeeze feature is nice as is the haptic feedback when you squeeze the bezel.The power button is also much better placed now and the glass screen makes swiping and tapping the bookmark and location corner areas much easier. The backlight is now much more uniform than my 1st gen Paperwhite.The only issue I have is when displaying black blocks like the tree silhouette, I have what looks like a tiny bad pixel that kind of twinkles. And of course, this thing is expensive when compared to the Paperwhite.",4.0,positive,thisisagreatreaderitfeelslikethebestevolutionofthepaperwhitetheautobrightnessworksfineandisunnoticeableanditfeelsgoodinthehandsthenewpagesqueezefeatureisniceasisthehapticfeedbackwhenyousqueezethebezelthepowerbuttonisalsomuchbetterplacednowandtheglassscreenmakesswipingandtappingthebookmarkandlocationcornerareasmucheasierthebacklightisnowmuchmoreuniformthanmy1stgenpaperwhitetheonlyissueihaveiswhendisplayingblackblockslikethetreesilhouetteihavewhatlookslikeatinybadpixelthatkindoftwinklesandofcoursethisthingisexpensivewhencomparedtothepaperwhite,positive
I got it for my grand daughter's third birthday. The memory is small with the original purchase but you can buy more and I was okay with that.,4.0,positive,igotitformygranddaughtersthirdbirthdaythememoryissmallwiththeoriginalpurchasebutyoucanbuymoreandiwasokaywiththat,positive
purchased for a capstone team to test and review how it would benefit today's journalist.,4.0,positive,purchasedforacapstoneteamtotestandreviewhowitwouldbenefittodaysjournalist,positive
My husband and I purchased 3 of these for each of our kiddos and to say they're a hit would be a massive understatement. And the parental controls on these are awesome. We love our new Fires!!,5.0,positive,myhusbandandipurchased3oftheseforeachofourkiddosandtosaytheyreahitwouldbeamassiveunderstatementandtheparentalcontrolsontheseareawesomeweloveournewfires,positive
Nice portable speaker but wish the sound quality was better.,3.0,neutral,niceportablespeakerbutwishthesoundqualitywasbetter,positive
"I'm very happy with my Kindle Fire. Beyond being able to read books, it does all sorts of things and is able to download a huge variety of apps. It also holds a charge very long. The size is perfect and portable, yet the screen is much larger than a smartphone, which I love. I would definitely recommend this tablet to others!",5.0,positive,imveryhappywithmykindlefirebeyondbeingabletoreadbooksitdoesallsortsofthingsandisabletodownloadahugevarietyofappsitalsoholdsachargeverylongthesizeisperfectandportableyetthescreenismuchlargerthanasmartphonewhichiloveiwoulddefinitelyrecommendthistablettoothers,positive
This is a great tablet for the price! Love the pink color!,5.0,positive,thisisagreattabletforthepricelovethepinkcolor,positive
This is a great tablet. There are thousands of books and movies and music to choose from the Amazon store. It is very easy to navigate,5.0,positive,thisisagreattablettherearethousandsofbooksandmoviesandmusictochoosefromtheamazonstoreitisveryeasytonavigate,positive
I love this tablet. I got one for each one of the kids all different ages and they all love it.,5.0,positive,ilovethistabletigotoneforeachoneofthekidsalldifferentagesandtheyallloveit,positive
this is my third Alexa and combined with my fire TV and now the lights my couch time has increased. Love the new technology!!,5.0,positive,thisismythirdalexaandcombinedwithmyfiretvandnowthelightsmycouchtimehasincreasedlovethenewtechnology,positive
"I can read books, listen to books, go on facebook, shop, search the web almost anything on my brand new Kindle Fire!!",5.0,positive,icanreadbookslistentobooksgoonfacebookshopsearchthewebalmostanythingonmybrandnewkindlefire,positive
